,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
12,2016-04-05,21157.169438359244,18244.264392638182,31982.257202184228,21157.169438359244,21157.169438359244,3593.093464742271,3593.093464742271,3593.093464742271,1233.6568414813714,1233.6568414813714,1233.6568414813714,2359.436623260899,2359.436623260899,2359.436623260899,0.0,0.0,0.0,24750.262903101517
13,2016-04-12,21228.289095815995,19319.542987632645,32300.146451288416,21228.289095815995,21228.289095815995,4517.711650554071,4517.711650554071,4517.711650554071,1233.6568414774522,1233.6568414774522,1233.6568414774522,3284.0548090766183,3284.0548090766183,3284.0548090766183,0.0,0.0,0.0,25746.000746370068
14,2016-04-19,21299.408753272746,20278.064713171218,33360.35447503494,21299.408753272746,21299.408753272746,5166.313671247547,5166.313671247547,5166.313671247547,1233.6568414803721,1233.6568414803721,1233.6568414803721,3932.656829767175,3932.656829767175,3932.656829767175,0.0,0.0,0.0,26465.722424520292
15,2016-04-26,21370.528410729497,20642.71011584738,33682.090079993446,21370.528410729497,21370.528410729497,5739.182616693114,5739.182616693114,5739.182616693114,1233.6568414825247,1233.6568414825247,1233.6568414825247,4505.52577521059,4505.52577521059,4505.52577521059,0.0,0.0,0.0,27109.71102742261
16,2016-05-03,21441.648068186245,20923.356558797157,34349.53242238633,21441.648068186245,21441.648068186245,6352.821015129884,6352.821015129884,6352.821015129884,1233.6568414778374,1233.6568414778374,1233.6568414778374,5119.164173652046,5119.164173652046,5119.164173652046,0.0,0.0,0.0,27794.46908331613
17,2016-05-10,21512.767725642996,21572.515191411716,34431.220813712935,21512.767725642996,21512.767725642996,6763.885008299254,6763.885008299254,6763.885008299254,1233.6568414807575,1233.6568414807575,1233.6568414807575,5530.228166818497,5530.228166818497,5530.228166818497,0.0,0.0,0.0,28276.65273394225
18,2016-05-17,21583.887383099747,21757.06523826026,35365.93507121407,21583.887383099747,21583.887383099747,6721.3750877181665,6721.3750877181665,6721.3750877181665,1233.6568414794901,1233.6568414794901,1233.6568414794901,5487.718246238676,5487.718246238676,5487.718246238676,0.0,0.0,0.0,28305.262470817914
19,2016-05-24,21655.007040556495,21328.687053529768,34787.075745486065,21655.007040556495,21655.007040556495,6436.302878273933,6436.302878273933,6436.302878273933,1233.6568414789904,1233.6568414789904,1233.6568414789904,5202.646036794944,5202.646036794944,5202.646036794944,0.0,0.0,0.0,28091.309918830426
20,2016-05-31,21726.12669670558,21513.831086235212,34372.53584843342,21726.12669670558,21726.12669670558,6395.792106015683,6395.792106015683,6395.792106015683,1233.6568414784908,1233.6568414784908,1233.6568414784908,5162.135264537192,5162.135264537192,5162.135264537192,0.0,0.0,0.0,28121.918802721266
21,2016-06-07,21797.246352854672,21439.980685159953,35712.14185867472,21797.246352854672,21797.246352854672,6608.241511455137,6608.241511455137,6608.241511455137,1233.656841481411,1233.656841481411,1233.656841481411,5374.584669973727,5374.584669973727,5374.584669973727,0.0,0.0,0.0,28405.48786430981
22,2016-06-14,21868.36600900376,21502.516569396008,34908.25351555694,21868.36600900376,21868.36600900376,6281.979393491131,6281.979393491131,6281.979393491131,1233.6568414801434,1233.6568414801434,1233.6568414801434,5048.322552010987,5048.322552010987,5048.322552010987,0.0,0.0,0.0,28150.34540249489
23,2016-06-21,21939.485665152843,20226.84151500995,33415.060617838,21939.485665152843,21939.485665152843,4607.067306500387,4607.067306500387,4607.067306500387,1233.6568414796436,1233.6568414796436,1233.6568414796436,3373.410465020743,3373.410465020743,3373.410465020743,0.0,0.0,0.0,26546.55297165323
24,2016-06-28,22010.605321301933,16851.9976637362,30515.288568880584,22010.605321301933,22010.605321301933,1938.7450669332163,1938.7450669332163,1938.7450669332163,1233.656841479144,1233.656841479144,1233.656841479144,705.0882254540725,705.0882254540725,705.0882254540725,0.0,0.0,0.0,23949.35038823515
25,2016-07-05,22081.72497745102,15547.920879410196,28799.227598111414,22081.72497745102,22081.72497745102,-70.4381206618161,-70.4381206618161,-70.4381206618161,1233.6568414812964,1233.6568414812964,1233.6568414812964,-1304.0949621431125,-1304.0949621431125,-1304.0949621431125,0.0,0.0,0.0,22011.286856789204
